model,elements,mean_moving_accuracy,std_moving_accuracy,source
LSTM-3000,13340,0.7089108910891089,0.06855318563609411,Cui et al. [58] processed result
LSTM-3000,13348,0.7153465346534653,0.0667032135226307,Cui et al. [58] processed result
LSTM-3000,13357,0.7198019801980199,0.06642524007017626,Cui et al. [58] processed result
LSTM-3000,13366,0.7222772277227724,0.06769519153503448,Cui et al. [58] processed result
LSTM-3000,13374,0.7242574257425743,0.06584530622993912,Cui et al. [58] processed result
LSTM-3000,13382,0.7282178217821782,0.0655618265657463,Cui et al. [58] processed result
LSTM-3000,13391,0.7301980198019802,0.06346488314808975,Cui et al. [58] processed result
LSTM-3000,13399,0.7346534653465346,0.06336633663366337,Cui et al. [58] processed result
LSTM-3000,13407,0.7391089108910892,0.0642630701269322,Cui et al. [58] processed result
LSTM-3000,13415,0.7415841584158416,0.06385179143519298,Cui et al. [58] processed result
LSTM-3000,13423,0.7445544554455445,0.06352085121720967,Cui et al. [58] processed result
LSTM-3000,13432,0.7485148514851485,0.060582410062488545,Cui et al. [58] processed result
LSTM-3000,13440,0.7504950495049505,0.061879207889107904,Cui et al. [58] processed result
LSTM-3000,13448,0.751980198019802,0.06107193622262996,Cui et al. [58] processed result
LSTM-3000,13456,0.7569306930693069,0.060019521054054434,Cui et al. [58] processed result
LSTM-3000,13465,0.7603960396039604,0.0587922092645684,Cui et al. [58] processed result
LSTM-3000,13474,0.7633663366336635,0.05831506662426623,Cui et al. [58] processed result
LSTM-3000,13483,0.7653465346534655,0.058163576802869356,Cui et al. [58] processed result
LSTM-3000,13491,0.76980198019802,0.057209819392804916,Cui et al. [58] processed result
LSTM-3000,13500,0.7727722772277229,0.057175538919713983,Cui et al. [58] processed result
LSTM-3000,13509,0.7772277227722773,0.05734887309930526,Cui et al. [58] processed result
LSTM-3000,13517,0.7816831683168317,0.05802647547198107,Cui et al. [58] processed result
LSTM-3000,13525,0.7871287128712872,0.05768973121567212,Cui et al. [58] processed result
LSTM-3000,13534,0.7905940594059406,0.058514348894660194,Cui et al. [58] processed result
LSTM-3000,13542,0.7905940594059407,0.05901480144447185,Cui et al. [58] processed result
LSTM-3000,13550,0.7930693069306932,0.06046092927038424,Cui et al. [58] processed result
LSTM-3000,13558,0.7970297029702972,0.05928204902939684,Cui et al. [58] processed result
LSTM-3000,13566,0.802970297029703,0.05763873100129856,Cui et al. [58] processed result
LSTM-3000,13575,0.8103960396039606,0.05620719787737292,Cui et al. [58] processed result
LSTM-3000,13584,0.8153465346534654,0.05620719787737292,Cui et al. [58] processed result
LSTM-3000,13592,0.8198019801980199,0.057357419239446504,Cui et al. [58] processed result
LSTM-3000,13601,0.8247524752475248,0.05740013085400295,Cui et al. [58] processed result
LSTM-3000,13610,0.8282178217821784,0.05741507241259149,Cui et al. [58] processed result
LSTM-3000,13619,0.8346534653465346,0.058079245053712744,Cui et al. [58] processed result
LSTM-3000,13628,0.8405940594059407,0.0582309542674559,Cui et al. [58] processed result
LSTM-3000,13636,0.8440594059405943,0.05755150108323531,Cui et al. [58] processed result
LSTM-3000,13644,0.848019801980198,0.05690055164213006,Cui et al. [58] processed result
LSTM-3000,13652,0.8495049504950497,0.055090802943538845,Cui et al. [58] processed result
LSTM-3000,13660,0.8529702970297033,0.054345072663956405,Cui et al. [58] processed result
LSTM-3000,13669,0.8569306930693072,0.05381941798259343,Cui et al. [58] processed result
LSTM-3000,13678,0.8599009900990101,0.05109093173507683,Cui et al. [58] processed result
LSTM-3000,13686,0.8653465346534654,0.049643370838501705,Cui et al. [58] processed result
LSTM-3000,13694,0.86980198019802,0.04853252860414838,Cui et al. [58] processed result
LSTM-3000,13703,0.8767326732673271,0.04722211810569698,Cui et al. [58] processed result
LSTM-3000,13711,0.8836633663366339,0.04909483589420854,Cui et al. [58] processed result
LSTM-3000,13719,0.8876237623762376,0.050994905089275414,Cui et al. [58] processed result
LSTM-3000,13727,0.8886138613861387,0.05095644376196773,Cui et al. [58] processed result
LSTM-3000,13736,0.8915841584158419,0.050239598457894434,Cui et al. [58] processed result
LSTM-3000,13745,0.8945544554455449,0.05051203364143897,Cui et al. [58] processed result
LSTM-3000,13753,0.8990099009900991,0.05064044298037393,Cui et al. [58] processed result
LSTM-3000,13762,0.9029702970297031,0.052540590738303354,Cui et al. [58] processed result
LSTM-3000,13770,0.9049504950495052,0.05408514963860459,Cui et al. [58] processed result
LSTM-3000,13779,0.9064356435643566,0.05445319527303777,Cui et al. [58] processed result
LSTM-3000,13788,0.908910891089109,0.05491257276777046,Cui et al. [58] processed result
LSTM-3000,13796,0.9133663366336634,0.057209819392804895,Cui et al. [58] processed result
LSTM-3000,13804,0.9173267326732676,0.058262510631484236,Cui et al. [58] processed result
LSTM-3000,13812,0.91980198019802,0.05914961200492611,Cui et al. [58] processed result
LSTM-3000,13820,0.9217821782178219,0.05931511208217883,Cui et al. [58] processed result
LSTM-3000,13829,0.9252475247524753,0.05894831991783295,Cui et al. [58] processed result
LSTM-3000,13838,0.9272277227722775,0.05992144319828418,Cui et al. [58] processed result
LSTM-3000,13846,0.928217821782178,0.06078232256340927,Cui et al. [58] processed result
LSTM-3000,13855,0.9282178217821782,0.061742418661169744,Cui et al. [58] processed result
LSTM-3000,13864,0.9277227722772278,0.06207691817590983,Cui et al. [58] processed result
LSTM-3000,13873,0.9262376237623762,0.06374230973834673,Cui et al. [58] processed result
LSTM-3000,13882,0.9262376237623762,0.06412563335554416,Cui et al. [58] processed result
LSTM-3000,13891,0.9262376237623764,0.06412563335554418,Cui et al. [58] processed result
LSTM-3000,13899,0.9252475247524753,0.06526209666154405,Cui et al. [58] processed result
LSTM-3000,13907,0.9252475247524752,0.06660025938053069,Cui et al. [58] processed result
LSTM-3000,13915,0.9257425742574258,0.06696905573499347,Cui et al. [58] processed result
LSTM-3000,13923,0.9252475247524753,0.06488548726942236,Cui et al. [58] processed result
LSTM-3000,13931,0.9262376237623762,0.06242140436084529,Cui et al. [58] processed result
LSTM-3000,13940,0.9272277227722772,0.06000318587757875,Cui et al. [58] processed result
LSTM-3000,13948,0.928712871287129,0.05945542493466307,Cui et al. [58] processed result
LSTM-3000,13957,0.9282178217821784,0.05914754032350751,Cui et al. [58] processed result
LSTM-3000,13965,0.9287128712871286,0.05879220926456839,Cui et al. [58] processed result
LSTM-3000,13974,0.9311881188118812,0.05760257852935121,Cui et al. [58] processed result
LSTM-3000,13983,0.9316831683168317,0.05704035929043197,Cui et al. [58] processed result
LSTM-3000,13991,0.9316831683168317,0.05823095426745587,Cui et al. [58] processed result
LSTM-3000,14000,0.9311881188118812,0.05802647547198105,Cui et al. [58] processed result
LSTM-3000,14008,0.9297029702970299,0.059149612004926105,Cui et al. [58] processed result
LSTM-3000,14016,0.9301980198019804,0.05944511909399791,Cui et al. [58] processed result
LSTM-3000,14025,0.9306930693069309,0.057476931777029665,Cui et al. [58] processed result
LSTM-3000,14034,0.9306930693069309,0.058825547633714635,Cui et al. [58] processed result
LSTM-3000,14042,0.9301980198019804,0.05844729812549735,Cui et al. [58] processed result
LSTM-3000,14050,0.9297029702970299,0.058062364005527695,Cui et al. [58] processed result
LSTM-3000,14058,0.9282178217821784,0.05839695952594042,Cui et al. [58] processed result
LSTM-3000,14067,0.9277227722772279,0.05807924505371271,Cui et al. [58] processed result
LSTM-3000,14075,0.9282178217821784,0.0569522128935755,Cui et al. [58] processed result
LSTM-3000,14083,0.9292079207920793,0.05611992634289609,Cui et al. [58] processed result
LSTM-3000,14091,0.9282178217821784,0.055646294989550815,Cui et al. [58] processed result
LSTM-3000,14099,0.9282178217821786,0.05529284134576403,Cui et al. [58] processed result
LSTM-3000,14108,0.9287128712871289,0.05410327165272968,Cui et al. [58] processed result
LSTM-3000,14117,0.9301980198019801,0.05400125621662181,Cui et al. [58] processed result
LSTM-3000,14125,0.9292079207920793,0.054164388687241355,Cui et al. [58] processed result
LSTM-3000,14134,0.9282178217821784,0.05520412433499659,Cui et al. [58] processed result
LSTM-3000,14142,0.9272277227722775,0.056381335690229004,Cui et al. [58] processed result
LSTM-3000,14150,0.9277227722772278,0.05610463986735519,Cui et al. [58] processed result
LSTM-3000,14158,0.9287128712871286,0.054644137530877726,Cui et al. [58] processed result
LSTM-3000,14166,0.9282178217821784,0.05677982592864308,Cui et al. [58] processed result
LSTM-3000,14175,0.9272277227722775,0.058262510631484236,Cui et al. [58] processed result
LSTM-3000,14183,0.9262376237623762,0.06010113033922198,Cui et al. [58] processed result
LSTM-3000,14191,0.9257425742574256,0.06115414481854359,Cui et al. [58] processed result
LSTM-3000,14200,0.9257425742574256,0.06075207507581166,Cui et al. [58] processed result
LSTM-3000,14209,0.9242574257425742,0.06326376289564277,Cui et al. [58] processed result
LSTM-3000,14217,0.9212871287128716,0.06548702270024898,Cui et al. [58] processed result
LSTM-3000,14225,0.9207920792079209,0.06560106444941562,Cui et al. [58] processed result
LSTM-3000,14233,0.9217821782178219,0.06431072253091079,Cui et al. [58] processed result
LSTM-3000,14241,0.9222772277227722,0.06577082477831936,Cui et al. [58] processed result
LSTM-3000,14249,0.922772277227723,0.0645921046744558,Cui et al. [58] processed result
LSTM-3000,14258,0.922772277227723,0.06321144435450442,Cui et al. [58] processed result
LSTM-3000,14267,0.9202970297029704,0.06526209666154405,Cui et al. [58] processed result
LSTM-3000,14276,0.9183168316831685,0.06626085519581865,Cui et al. [58] processed result
LSTM-3000,14284,0.917821782178218,0.06598101814473716,Cui et al. [58] processed result
LSTM-3000,14293,0.916831683168317,0.06442494449503934,Cui et al. [58] processed result
LSTM-3000,14302,0.9163366336633665,0.06608308275266431,Cui et al. [58] processed result
LSTM-3000,14310,0.9138613861386139,0.06903056639031033,Cui et al. [58] processed result
LSTM-3000,14318,0.912871287128713,0.07033188370367541,Cui et al. [58] processed result
LSTM-3000,14326,0.9133663366336634,0.07028133976347578,Cui et al. [58] processed result
LSTM-3000,14335,0.914851485148515,0.06912281059685964,Cui et al. [58] processed result
LSTM-3000,14343,0.913861386138614,0.06973699664530825,Cui et al. [58] processed result
LSTM-3000,14352,0.9133663366336636,0.07125102220927143,Cui et al. [58] processed result
LSTM-3000,14361,0.912871287128713,0.07252770919529677,Cui et al. [58] processed result
LSTM-3000,14370,0.912871287128713,0.07198503259126153,Cui et al. [58] processed result
LSTM-3000,14379,0.910891089108911,0.07389349765166452,Cui et al. [58] processed result
LSTM-3000,14387,0.90990099009901,0.07461301002226021,Cui et al. [58] processed result
LSTM-3000,14395,0.910891089108911,0.07295894426511106,Cui et al. [58] processed result
LSTM-3000,14403,0.9113861386138614,0.07163522000128764,Cui et al. [58] processed result
LSTM-3000,14412,0.9099009900990099,0.07214147022553216,Cui et al. [58] processed result
LSTM-3000,14421,0.9074257425742575,0.07364599763297489,Cui et al. [58] processed result
LSTM-3000,14429,0.9039603960396041,0.0763789355124866,Cui et al. [58] processed result
LSTM-3000,14438,0.9029702970297031,0.07780943645302377,Cui et al. [58] processed result
LSTM-3000,14447,0.9024752475247526,0.08008640319840274,Cui et al. [58] processed result
LSTM-3000,14456,0.9004950495049506,0.07973063906925323,Cui et al. [58] processed result
LSTM-3000,14464,0.8990099009900993,0.07992251909152699,Cui et al. [58] processed result
LSTM-3000,14472,0.8985148514851486,0.0788279873089382,Cui et al. [58] processed result
LSTM-3000,14481,0.9000000000000001,0.07763916800045682,Cui et al. [58] processed result
LSTM-3000,14489,0.8985148514851486,0.07969374523822488,Cui et al. [58] processed result
LSTM-3000,14498,0.8990099009900991,0.07924504080698512,Cui et al. [58] processed result
LSTM-3000,14507,0.8990099009900991,0.07862408592511613,Cui et al. [58] processed result
LSTM-3000,14515,0.8995049504950495,0.07829141793919131,Cui et al. [58] processed result
LSTM-3000,14523,0.8995049504950495,0.07847900996069798,Cui et al. [58] processed result
LSTM-3000,14531,0.9004950495049506,0.07805315415184491,Cui et al. [58] processed result
LSTM-3000,14539,0.9009900990099011,0.07814886043830147,Cui et al. [58] processed result
LSTM-3000,14547,0.9014851485148515,0.07811592560768728,Cui et al. [58] processed result
LSTM-3000,14556,0.9009900990099011,0.07770858166474688,Cui et al. [58] processed result
LSTM-3000,14565,0.9014851485148517,0.0765952138301609,Cui et al. [58] processed result
LSTM-3000,14574,0.9009900990099011,0.07669273952885974,Cui et al. [58] processed result
LSTM-3000,14583,0.8995049504950495,0.07690176195679525,Cui et al. [58] processed result
LSTM-3000,14591,0.8980198019801982,0.0762504811068917,Cui et al. [58] processed result
LSTM-3000,14600,0.8990099009900993,0.07531263467618463,Cui et al. [58] processed result
LSTM-3000,14609,0.9000000000000001,0.07421781121548579,Cui et al. [58] processed result
LSTM-3000,14617,0.8990099009900993,0.07524752475247526,Cui et al. [58] processed result
LSTM-3000,14626,0.8975247524752478,0.07677418232108671,Cui et al. [58] processed result
LSTM-3000,14635,0.8955445544554456,0.07861629295189569,Cui et al. [58] processed result
LSTM-3000,14644,0.8945544554455447,0.07854144106715513,Cui et al. [58] processed result
LSTM-3000,14652,0.8950495049504952,0.07748117840203504,Cui et al. [58] processed result
LSTM-3000,14661,0.8950495049504952,0.07594775806243606,Cui et al. [58] processed result
LSTM-3000,14670,0.8925742574257427,0.07753651138012527,Cui et al. [58] processed result
LSTM-3000,14679,0.8910891089108913,0.08006957076893356,Cui et al. [58] processed result
LSTM-3000,14688,0.8891089108910893,0.08174165322990216,Cui et al. [58] processed result
LSTM-3000,14697,0.8871287128712873,0.08166966585069813,Cui et al. [58] processed result
LSTM-3000,14706,0.8861386138613861,0.08227359370511772,Cui et al. [58] processed result
LSTM-3000,14714,0.884653465346535,0.08426173041091654,Cui et al. [58] processed result
LSTM-3000,14722,0.8831683168316834,0.08572222107688461,Cui et al. [58] processed result
LSTM-3000,14730,0.8841584158415843,0.08529230318527434,Cui et al. [58] processed result
LSTM-3000,14739,0.8836633663366339,0.08452888754807254,Cui et al. [58] processed result
LSTM-3000,14747,0.8841584158415843,0.08534975069174384,Cui et al. [58] processed result
LSTM-3000,14756,0.8861386138613863,0.08298541888237726,Cui et al. [58] processed result
LSTM-3000,14764,0.8866336633663368,0.08286572724645051,Cui et al. [58] processed result
LSTM-3000,14772,0.8856435643564359,0.08462161406464193,Cui et al. [58] processed result
LSTM-3000,14780,0.8871287128712873,0.0849641107046532,Cui et al. [58] processed result
LSTM-3000,14788,0.8876237623762376,0.08443605920058198,Cui et al. [58] processed result
LSTM-3000,14797,0.8871287128712873,0.08432714594006963,Cui et al. [58] processed result
LSTM-3000,14805,0.8856435643564359,0.08548603379685037,Cui et al. [58] processed result
LSTM-3000,14814,0.8851485148514854,0.08530954149916044,Cui et al. [58] processed result
LSTM-3000,14823,0.8841584158415845,0.08626370796023049,Cui et al. [58] processed result
LSTM-3000,14831,0.8841584158415845,0.08626370796023049,Cui et al. [58] processed result
LSTM-3000,14839,0.884653465346535,0.08530235929172898,Cui et al. [58] processed result
LSTM-3000,14848,0.8861386138613863,0.08439105876182189,Cui et al. [58] processed result
LSTM-3000,14857,0.8861386138613863,0.08439105876182189,Cui et al. [58] processed result
LSTM-3000,14866,0.8876237623762379,0.08267623164188184,Cui et al. [58] processed result
LSTM-3000,14875,0.8871287128712874,0.08094627103354335,Cui et al. [58] processed result
LSTM-3000,14883,0.8881188118811882,0.08104914451785271,Cui et al. [58] processed result
LSTM-3000,14891,0.8881188118811881,0.08001445806025684,Cui et al. [58] processed result
LSTM-3000,14899,0.8876237623762375,0.07971834302274927,Cui et al. [58] processed result
LSTM-3000,14907,0.8876237623762375,0.0800251773928872,Cui et al. [58] processed result
LSTM-3000,14915,0.8881188118811881,0.08007569206176533,Cui et al. [58] processed result
LSTM-3000,14924,0.8871287128712873,0.07991025257022208,Cui et al. [58] processed result
LSTM-3000,14933,0.8866336633663368,0.07997616300103305,Cui et al. [58] processed result
LSTM-3000,14941,0.8836633663366337,0.08283022984265277,Cui et al. [58] processed result
LSTM-3000,14949,0.8836633663366339,0.08418025342769096,Cui et al. [58] processed result
LSTM-3000,14957,0.8836633663366339,0.08447088178550419,Cui et al. [58] processed result
LSTM-3000,14966,0.8821782178217823,0.08499295022576638,Cui et al. [58] processed result
LSTM-3000,14975,0.8811881188118813,0.08733099830178197,Cui et al. [58] processed result
LSTM-3000,14983,0.8816831683168319,0.08813966824045515,Cui et al. [58] processed result
LSTM-3000,14991,0.8831683168316834,0.08764473653992368,Cui et al. [58] processed result
LSTM-3000,14999,0.8846534653465348,0.08627365083925916,Cui et al. [58] processed result
LSTM-3000,15007,0.8866336633663368,0.08473737951986328,Cui et al. [58] processed result
LSTM-3000,15016,0.8861386138613863,0.08468096363062731,Cui et al. [58] processed result
LSTM-3000,15025,0.8876237623762379,0.08326697354559488,Cui et al. [58] processed result
LSTM-3000,15034,0.8876237623762379,0.08267623164188184,Cui et al. [58] processed result
LSTM-3000,15042,0.8881188118811882,0.08236885915165572,Cui et al. [58] processed result
LSTM-3000,15051,0.8891089108910892,0.08035066758524151,Cui et al. [58] processed result
LSTM-3000,15059,0.8886138613861387,0.08157809022900227,Cui et al. [58] processed result
LSTM-3000,15068,0.8900990099009902,0.08103704853322931,Cui et al. [58] processed result
LSTM-3000,15076,0.8920792079207922,0.07789128481274032,Cui et al. [58] processed result
LSTM-3000,15084,0.8945544554455447,0.07683799861764708,Cui et al. [58] processed result
LSTM-3000,15092,0.8940594059405941,0.0770179939686907,Cui et al. [58] processed result
LSTM-3000,15101,0.8945544554455447,0.07574580980599756,Cui et al. [58] processed result
LSTM-3000,15110,0.8940594059405941,0.0770179939686907,Cui et al. [58] processed result
LSTM-3000,15119,0.8940594059405941,0.0770179939686907,Cui et al. [58] processed result
LSTM-3000,15127,0.8955445544554458,0.0765311950853637,Cui et al. [58] processed result
LSTM-3000,15135,0.8965346534653467,0.0749783486703751,Cui et al. [58] processed result
LSTM-3000,15143,0.8970297029702972,0.07523449600599157,Cui et al. [58] processed result
LSTM-3000,15151,0.8980198019801982,0.07650717424535246,Cui et al. [58] processed result
LSTM-3000,15160,0.8995049504950497,0.07397802220812942,Cui et al. [58] processed result
LSTM-3000,15169,0.9014851485148517,0.07004381952227681,Cui et al. [58] processed result
LSTM-3000,15177,0.9009900990099012,0.06766079034958371,Cui et al. [58] processed result
LSTM-3000,15185,0.9000000000000001,0.06685184880948432,Cui et al. [58] processed result
LSTM-3000,15194,0.9000000000000001,0.06685184880948432,Cui et al. [58] processed result
LSTM-3000,15203,0.9009900990099011,0.06552630537732394,Cui et al. [58] processed result
LSTM-3000,15212,0.9014851485148515,0.06304645435179294,Cui et al. [58] processed result
LSTM-3000,15220,0.9014851485148517,0.06163117812795294,Cui et al. [58] processed result
LSTM-3000,15228,0.9019801980198021,0.06377498184232837,Cui et al. [58] processed result
LSTM-3000,15236,0.9044554455445546,0.0633411924122855,Cui et al. [58] processed result
LSTM-3000,15244,0.9049504950495051,0.06194254384006751,Cui et al. [58] processed result
LSTM-3000,15253,0.9044554455445546,0.06169476870719851,Cui et al. [58] processed result
LSTM-3000,15261,0.9034653465346537,0.06150379972529302,Cui et al. [58] processed result
LSTM-3000,15269,0.9044554455445546,0.06032904903473571,Cui et al. [58] processed result
LSTM-3000,15278,0.9069306930693072,0.060420381395613294,Cui et al. [58] processed result
LSTM-3000,15286,0.9089108910891092,0.05837387316033138,Cui et al. [58] processed result
LSTM-3000,15295,0.90990099009901,0.056348725842107705,Cui et al. [58] processed result
LSTM-3000,15304,0.910891089108911,0.05404888738200466,Cui et al. [58] processed result
LSTM-3000,15313,0.911881188118812,0.05358439258508835,Cui et al. [58] processed result
LSTM-3000,15322,0.9118811881188119,0.05376702567281371,Cui et al. [58] processed result
LSTM-3000,15331,0.9118811881188119,0.05172260549152069,Cui et al. [58] processed result
LSTM-3000,15339,0.9118811881188119,0.05172260549152069,Cui et al. [58] processed result
LSTM-3000,15348,0.911881188118812,0.04959397935195324,Cui et al. [58] processed result
LSTM-3000,15356,0.9113861386138616,0.04905488484627844,Cui et al. [58] processed result
LSTM-3000,15365,0.9103960396039605,0.050239598457894434,Cui et al. [58] processed result
LSTM-3000,15374,0.9094059405940597,0.04963102757496806,Cui et al. [58] processed result
LSTM-3000,15383,0.9089108910891092,0.05169416824636281,Cui et al. [58] processed result
LSTM-3000,15392,0.9049504950495051,0.05158026248566775,Cui et al. [58] processed result
LSTM-3000,15401,0.9039603960396041,0.05068881479671367,Cui et al. [58] processed result
LSTM-3000,15409,0.9014851485148517,0.050725063387647096,Cui et al. [58] processed result
LSTM-3000,15418,0.9009900990099012,0.05220366861965967,Cui et al. [58] processed result
LSTM-3000,15427,0.9000000000000001,0.0517226054915207,Cui et al. [58] processed result
LSTM-3000,15436,0.8995049504950495,0.051568382833172347,Cui et al. [58] processed result
LSTM-3000,15444,0.9004950495049506,0.05014194145340207,Cui et al. [58] processed result
LSTM-3000,15452,0.9000000000000001,0.05153272744424993,Cui et al. [58] processed result
LSTM-3000,15460,0.9004950495049506,0.05149228815690141,Cui et al. [58] processed result
LSTM-3000,15469,0.9000000000000001,0.05124659126577242,Cui et al. [58] processed result
LSTM-3000,15477,0.9014851485148517,0.05120592600618763,Cui et al. [58] processed result
LSTM-3000,15485,0.9024752475247526,0.05166334356700788,Cui et al. [58] processed result
LSTM-3000,15493,0.9049504950495051,0.05317117458256457,Cui et al. [58] processed result
LSTM-3000,15501,0.9069306930693071,0.05167520138891045,Cui et al. [58] processed result
LSTM-3000,15509,0.9069306930693071,0.05167520138891045,Cui et al. [58] processed result
LSTM-3000,15518,0.9064356435643566,0.051871645256437025,Cui et al. [58] processed result
LSTM-3000,15526,0.908910891089109,0.05169416824636282,Cui et al. [58] processed result
LSTM-3000,15534,0.9094059405940597,0.04992642366151863,Cui et al. [58] processed result
LSTM-3000,15543,0.90990099009901,0.04819046940054636,Cui et al. [58] processed result
LSTM-3000,15552,0.9113861386138616,0.05062834280506075,Cui et al. [58] processed result
LSTM-3000,15560,0.9123762376237625,0.04913475445829453,Cui et al. [58] processed result
LSTM-3000,15569,0.9133663366336636,0.051339760447852274,Cui et al. [58] processed result
LSTM-3000,15577,0.9143564356435647,0.04953217073431337,Cui et al. [58] processed result
LSTM-3000,15585,0.9138613861386142,0.051361237027100715,Cui et al. [58] processed result
LSTM-3000,15593,0.9143564356435647,0.050994905089275414,Cui et al. [58] processed result
LSTM-3000,15601,0.9133663366336634,0.050181027061171495,Cui et al. [58] processed result
LSTM-3000,15610,0.9128712871287128,0.05034923617857867,Cui et al. [58] processed result
LSTM-3000,15618,0.9133663366336636,0.05027860814907365,Cui et al. [58] processed result
LSTM-3000,15627,0.9133663366336636,0.04949257271000914,Cui et al. [58] processed result
LSTM-3000,15636,0.9118811881188122,0.04839346300930666,Cui et al. [58] processed result
LSTM-3000,15644,0.9118811881188122,0.04839346300930666,Cui et al. [58] processed result
LSTM-3000,15653,0.9113861386138616,0.0487542084932104,Cui et al. [58] processed result
LSTM-3000,15661,0.9133663366336636,0.04939343876428804,Cui et al. [58] processed result
LSTM-3000,15669,0.914851485148515,0.04834279451775723,Cui et al. [58] processed result
LSTM-3000,15678,0.9163366336633665,0.04701406722886515,Cui et al. [58] processed result
LSTM-3000,15687,0.9153465346534656,0.047014067228865156,Cui et al. [58] processed result
LSTM-3000,15695,0.914851485148515,0.04834279451775723,Cui et al. [58] processed result
LSTM-3000,15703,0.913861386138614,0.04951485049524745,Cui et al. [58] processed result
LSTM-3000,15712,0.9143564356435647,0.04933386277867396,Cui et al. [58] processed result
LSTM-3000,15720,0.9133663366336636,0.04988713857731088,Cui et al. [58] processed result
LSTM-3000,15728,0.913861386138614,0.050202999342919656,Cui et al. [58] processed result
LSTM-3000,15737,0.9128712871287131,0.049564320834787415,Cui et al. [58] processed result
LSTM-3000,15746,0.9133663366336636,0.04919457157017769,Cui et al. [58] processed result
LSTM-3000,15755,0.9133663366336633,0.05095644376196773,Cui et al. [58] processed result
LSTM-3000,15763,0.9138613861386139,0.052024968932355045,Cui et al. [58] processed result
LSTM-3000,15771,0.9143564356435645,0.053983099956138335,Cui et al. [58] processed result
LSTM-3000,15780,0.915841584158416,0.05400352531997876,Cui et al. [58] processed result
LSTM-3000,15788,0.915841584158416,0.05427512900461679,Cui et al. [58] processed result
LSTM-3000,15797,0.9178217821782179,0.05566611008661622,Cui et al. [58] processed result
LSTM-3000,15805,0.916831683168317,0.0551619337710262,Cui et al. [58] processed result
LSTM-3000,15813,0.9173267326732676,0.056641538606366434,Cui et al. [58] processed result
LSTM-3000,15822,0.9178217821782179,0.05875050969959126,Cui et al. [58] processed result
LSTM-3000,15831,0.9183168316831685,0.057551501083235285,Cui et al. [58] processed result
LSTM-3000,15840,0.9193069306930696,0.057585557747852546,Cui et al. [58] processed result
LSTM-3000,15849,0.918811881188119,0.05879220926456839,Cui et al. [58] processed result
LSTM-3000,15857,0.9173267326732676,0.05975762239226942,Cui et al. [58] processed result
LSTM-3000,15866,0.9143564356435645,0.060975551177403046,Cui et al. [58] processed result
LSTM-3000,15875,0.9148514851485151,0.06082464377587197,Cui et al. [58] processed result
LSTM-3000,15884,0.9143564356435645,0.062169624808254526,Cui et al. [58] processed result
LSTM-3000,15893,0.9133663366336634,0.062138080631779315,Cui et al. [58] processed result
LSTM-3000,15901,0.9143564356435643,0.06129624526318373,Cui et al. [58] processed result
LSTM-3000,15909,0.9138613861386139,0.06239195150173523,Cui et al. [58] processed result
LSTM-3000,15917,0.9143564356435643,0.06248419072673833,Cui et al. [58] processed result
LSTM-3000,15925,0.9153465346534654,0.061710656113296465,Cui et al. [58] processed result
LSTM-3000,15934,0.9158415841584159,0.061950456281032296,Cui et al. [58] processed result
LSTM-3000,15942,0.9153465346534654,0.0620275496848764,Cui et al. [58] processed result
LSTM-3000,15951,0.9133663366336634,0.06331023196934715,Cui et al. [58] processed result
LSTM-3000,15960,0.9128712871287128,0.0634436409647556,Cui et al. [58] processed result
LSTM-3000,15969,0.9133663366336634,0.06331023196934715,Cui et al. [58] processed result
LSTM-3000,15977,0.9133663366336634,0.06438498985733798,Cui et al. [58] processed result
LSTM-3000,15986,0.9133663366336634,0.06521701836456706,Cui et al. [58] processed result
LSTM-3000,15995,0.9133663366336633,0.06699649644736609,Cui et al. [58] processed result
LSTM-3000,16004,0.9103960396039603,0.06834373125175143,Cui et al. [58] processed result
LSTM-3000,16012,0.9084158415841586,0.06915648451912527,Cui et al. [58] processed result
LSTM-3000,16021,0.9079207920792081,0.06888841103682755,Cui et al. [58] processed result
LSTM-3000,16029,0.9064356435643566,0.06820014428447704,Cui et al. [58] processed result
LSTM-3000,16037,0.9059405940594061,0.06711527655478149,Cui et al. [58] processed result
LSTM-3000,16045,0.9064356435643566,0.06578572781477152,Cui et al. [58] processed result
LSTM-3000,16053,0.9059405940594061,0.0653390334728571,Cui et al. [58] processed result
LSTM-3000,16061,0.9064356435643566,0.06526209666154405,Cui et al. [58] processed result
LSTM-3000,16069,0.9059405940594061,0.06312609160116864,Cui et al. [58] processed result
LSTM-3000,16078,0.9064356435643566,0.061471913883100526,Cui et al. [58] processed result
LSTM-3000,16086,0.9064356435643566,0.06001952105405441,Cui et al. [58] processed result
LSTM-3000,16095,0.9064356435643566,0.05985596867957232,Cui et al. [58] processed result
LSTM-3000,16103,0.9049504950495052,0.05869208053575813,Cui et al. [58] processed result
LSTM-3000,16112,0.9039603960396043,0.0584158415841584,Cui et al. [58] processed result
LSTM-3000,16121,0.9039603960396041,0.057400130854002925,Cui et al. [58] processed result
LSTM-3000,16129,0.9044554455445548,0.05646820321834545,Cui et al. [58] processed result
LSTM-3000,16137,0.9029702970297032,0.05845777987772479,Cui et al. [58] processed result
LSTM-3000,16145,0.903960396039604,0.05849968810583146,Cui et al. [58] processed result
LSTM-3000,16153,0.9034653465346537,0.059478091498443554,Cui et al. [58] processed result
