prediction_index,records_seen,timestamp,anchor_semantics,rolling_window,cumulative_standard_mape,cumulative_repo_metric,cumulative_wape,rolling_standard_mape,rolling_repo_metric,rolling_wape
5,204,2014-07-05 08:30:00,predict_before_observe,25,2.086730678196127,1.9926984322165702,1.9926984322165702,2.086730678196127,1.9926984322165702,1.9926984322165702
5,204,2014-07-05 08:30:00,predict_before_observe,50,2.086730678196127,1.9926984322165702,1.9926984322165702,2.086730678196127,1.9926984322165702,1.9926984322165702
5,204,2014-07-05 08:30:00,predict_before_observe,100,2.086730678196127,1.9926984322165702,1.9926984322165702,2.086730678196127,1.9926984322165702,1.9926984322165702
6,205,2014-07-05 09:00:00,predict_before_observe,25,1.873654321063258,1.693774760813867,1.693774760813867,1.873654321063258,1.693774760813867,1.693774760813867
6,205,2014-07-05 09:00:00,predict_before_observe,50,1.873654321063258,1.693774760813867,1.693774760813867,1.873654321063258,1.693774760813867,1.693774760813867
6,205,2014-07-05 09:00:00,predict_before_observe,100,1.873654321063258,1.693774760813867,1.693774760813867,1.873654321063258,1.693774760813867,1.693774760813867
7,206,2014-07-05 09:30:00,predict_before_observe,25,1.856715354684708,1.7081053932785675,1.7081053932785675,1.856715354684708,1.7081053932785675,1.7081053932785675
7,206,2014-07-05 09:30:00,predict_before_observe,50,1.856715354684708,1.7081053932785675,1.7081053932785675,1.856715354684708,1.7081053932785675,1.7081053932785675
7,206,2014-07-05 09:30:00,predict_before_observe,100,1.856715354684708,1.7081053932785675,1.7081053932785675,1.856715354684708,1.7081053932785675,1.7081053932785675
8,207,2014-07-05 10:00:00,predict_before_observe,25,1.6505295327507714,1.39209901145385,1.39209901145385,1.6505295327507714,1.39209901145385,1.39209901145385
8,207,2014-07-05 10:00:00,predict_before_observe,50,1.6505295327507714,1.39209901145385,1.39209901145385,1.6505295327507714,1.39209901145385,1.39209901145385
8,207,2014-07-05 10:00:00,predict_before_observe,100,1.6505295327507714,1.39209901145385,1.39209901145385,1.6505295327507714,1.39209901145385,1.39209901145385
9,208,2014-07-05 10:30:00,predict_before_observe,25,1.5293861336075503,1.233652101242836,1.233652101242836,1.5293861336075503,1.233652101242836,1.233652101242836
9,208,2014-07-05 10:30:00,predict_before_observe,50,1.5293861336075503,1.233652101242836,1.233652101242836,1.5293861336075503,1.233652101242836,1.233652101242836
9,208,2014-07-05 10:30:00,predict_before_observe,100,1.5293861336075503,1.233652101242836,1.233652101242836,1.5293861336075503,1.233652101242836,1.233652101242836
