source_path,source_module,source_role,target_path,target_module,target_role,line,import_kind,architecture_flag
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/diagnostics/analyze_fig9_match_overlap_decomposition.py,experiments.diagnostics.analyze_fig9_match_overlap_decomposition,diagnostic,12,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/diagnostics/analyze_fig9_timing_eligibility_decomposition.py,experiments.diagnostics.analyze_fig9_timing_eligibility_decomposition,diagnostic,16,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,19,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/diagnostics/fig9_match_overlap.py,experiments.diagnostics.fig9_match_overlap,diagnostic,22,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,32,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/fig9/__init__.py,experiments.fig9,experiment,33,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,34,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,src/seqmem/encoding.py,seqmem.encoding,core,41,from,
tests/test_fig9_match_overlap.py,tests.test_fig9_match_overlap,test,src/seqmem/model.py,seqmem.model,core,42,from,
tests/test_fig9_native_crash_logging.py,tests.test_fig9_native_crash_logging,test,src/seqmem/__init__.py,seqmem,core,8,from,
tests/test_fig9_native_crash_logging.py,tests.test_fig9_native_crash_logging,test,src/seqmem/dynamics.py,seqmem.dynamics,core,9,from,
tests/test_fig9_native_crash_logging.py,tests.test_fig9_native_crash_logging,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,10,from,
tests/test_fig9_native_crash_logging.py,tests.test_fig9_native_crash_logging,test,experiments/fig9/__init__.py,experiments.fig9,experiment,23,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,12,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,18,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,experiments/fig9/__init__.py,experiments.fig9,experiment,26,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,27,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,src/seqmem/encoding.py,seqmem.encoding,core,34,from,
tests/test_fig9_oracle_candidate.py,tests.test_fig9_oracle_candidate,test,src/seqmem/model.py,seqmem.model,core,35,from,
tests/test_fig9_pairwise_context.py,tests.test_fig9_pairwise_context,test,experiments/diagnostics/analyze_fig9_pairwise_context.py,experiments.diagnostics.analyze_fig9_pairwise_context,diagnostic,9,from,
tests/test_fig9_pairwise_context.py,tests.test_fig9_pairwise_context,test,experiments/diagnostics/analyze_fig9_pairwise_context.py,experiments.diagnostics.analyze_fig9_pairwise_context,diagnostic,228,from,
tests/test_fig9_pairwise_context.py,tests.test_fig9_pairwise_context,test,experiments/diagnostics/analyze_fig9_pairwise_context.py,experiments.diagnostics.analyze_fig9_pairwise_context,diagnostic,309,from,
tests/test_fig9_paper_code_parity.py,tests.test_fig9_paper_code_parity,test,experiments/fig9/data.py,experiments.fig9.data,experiment,10,from,
tests/test_fig9_paper_code_parity.py,tests.test_fig9_paper_code_parity,test,experiments/fig9/metrics.py,experiments.fig9.metrics,experiment,11,from,
tests/test_fig9_paper_code_parity.py,tests.test_fig9_paper_code_parity,test,experiments/fig9/parity.py,experiments.fig9.parity,experiment,12,from,
tests/test_fig9_paper_code_parity.py,tests.test_fig9_paper_code_parity,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,26,from,
tests/test_fig9_paper_code_parity.py,tests.test_fig9_paper_code_parity,test,src/seqmem/encoding.py,seqmem.encoding,core,34,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/diagnostics/analyze_fig9_preselection_segments.py,experiments.diagnostics.analyze_fig9_preselection_segments,diagnostic,13,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,14,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,17,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/diagnostics/fig9_preselection_segments.py,experiments.diagnostics.fig9_preselection_segments,diagnostic,20,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/fig9/__init__.py,experiments.fig9,experiment,25,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,26,from,
tests/test_fig9_preselection_segments.py,tests.test_fig9_preselection_segments,test,src/seqmem/model.py,seqmem.model,core,34,from,
tests/test_fig9_prune_recovery.py,tests.test_fig9_prune_recovery,test,experiments/fig9/__init__.py,experiments.fig9,experiment,14,from,
tests/test_fig9_prune_recovery.py,tests.test_fig9_prune_recovery,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,15,from,
tests/test_fig9_prune_recovery.py,tests.test_fig9_prune_recovery,test,scripts/prepare_resume_from_checkpoint.py,scripts.prepare_resume_from_checkpoint,infrastructure,24,from,
tests/test_fig9_prune_recovery.py,tests.test_fig9_prune_recovery,test,scripts/run_logged_process.py,scripts.run_logged_process,infrastructure,25,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,experiments/diagnostics/analyze_fig9_readout_dynamics.py,experiments.diagnostics.analyze_fig9_readout_dynamics,diagnostic,7,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,12,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,experiments/diagnostics/fig9_readout_dynamics.py,experiments.diagnostics.fig9_readout_dynamics,diagnostic,17,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,23,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,src/seqmem/encoding.py,seqmem.encoding,core,27,from,
tests/test_fig9_readout_dynamics.py,tests.test_fig9_readout_dynamics,test,src/seqmem/model.py,seqmem.model,core,28,from,
tests/test_fig9_resume_diagnostic_assembly.py,tests.test_fig9_resume_diagnostic_assembly,test,experiments/diagnostics/assemble_fig9_resumed_diagnostics.py,experiments.diagnostics.assemble_fig9_resumed_diagnostics,diagnostic,6,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,experiments/diagnostics/fig9_branch_provenance.py,experiments.diagnostics.fig9_branch_provenance,diagnostic,6,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,experiments/diagnostics/fig9_match_overlap.py,experiments.diagnostics.fig9_match_overlap,diagnostic,7,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,experiments/diagnostics/fig9_oracle_candidate.py,experiments.diagnostics.fig9_oracle_candidate,diagnostic,11,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,experiments/diagnostics/fig9_segment_context_composition.py,experiments.diagnostics.fig9_segment_context_composition,diagnostic,12,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,experiments/fig9/__init__.py,experiments.fig9,experiment,15,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,src/seqmem/encoding.py,seqmem.encoding,core,16,from,
tests/test_fig9_segment_context_composition.py,tests.test_fig9_segment_context_composition,test,src/seqmem/model.py,seqmem.model,core,17,from,
tests/test_fig9_segment_reinforcement.py,tests.test_fig9_segment_reinforcement,test,experiments/diagnostics/analyze_fig9_wrong_segment_reinforcement.py,experiments.diagnostics.analyze_fig9_wrong_segment_reinforcement,diagnostic,10,from,
tests/test_fig9_segment_reinforcement.py,tests.test_fig9_segment_reinforcement,test,experiments/fig9/__init__.py,experiments.fig9,experiment,15,from,
tests/test_fig9_segment_reinforcement.py,tests.test_fig9_segment_reinforcement,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,16,from,
tests/test_fig9_strict_reproduction.py,tests.test_fig9_strict_reproduction,test,experiments/fig9_paper_snn.py,experiments.fig9_paper_snn,experiment,10,from,
tests/test_fig9_strict_reproduction.py,tests.test_fig9_strict_reproduction,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,11,from,
tests/test_fig9_strict_reproduction.py,tests.test_fig9_strict_reproduction,test,experiments/fig9_paper_snn.py,experiments.fig9_paper_snn,experiment,28,from,
tests/test_fig9_strict_reproduction.py,tests.test_fig9_strict_reproduction,test,src/seqmem/encoding.py,seqmem.encoding,core,29,from,
tests/test_fig9_strict_reproduction.py,tests.test_fig9_strict_reproduction,test,src/seqmem/model.py,seqmem.model,core,30,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/diagnostics/analyze_fig9_teacher_forced_identity.py,experiments.diagnostics.analyze_fig9_teacher_forced_identity,diagnostic,12,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/diagnostics/analyze_fig9_observe_scenario_assignment.py,experiments.diagnostics.analyze_fig9_observe_scenario_assignment,diagnostic,21,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/diagnostics/analyze_fig9_reference_neuron_selection.py,experiments.diagnostics.analyze_fig9_reference_neuron_selection,diagnostic,25,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/diagnostics/fig9_competitive_inhibition.py,experiments.diagnostics.fig9_competitive_inhibition,diagnostic,32,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/diagnostics/fig9_teacher_forced_identity.py,experiments.diagnostics.fig9_teacher_forced_identity,diagnostic,35,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/fig9/__init__.py,experiments.fig9,experiment,44,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,experiments/fig9_strict_reproduction.py,experiments.fig9_strict_reproduction,experiment,45,from,
tests/test_fig9_teacher_forced_identity.py,tests.test_fig9_teacher_forced_identity,test,src/seqmem/model.py,seqmem.model,core,50,from,
tests/test_fig9_temporal_context.py,tests.test_fig9_temporal_context,test,experiments/diagnostics/fig9_temporal_context.py,experiments.diagnostics.fig9_temporal_context,diagnostic,8,from,
tests/test_paper_alignment.py,tests.test_paper_alignment,test,src/seqmem/dynamics.py,seqmem.dynamics,core,5,from,
tests/test_paper_alignment.py,tests.test_paper_alignment,test,src/seqmem/encoding.py,seqmem.encoding,core,12,from,
tests/test_paper_alignment.py,tests.test_paper_alignment,test,src/seqmem/model.py,seqmem.model,core,20,from,
tests/test_paper_alignment.py,tests.test_paper_alignment,test,experiments/fig7_sequence_prediction.py,experiments.fig7_sequence_prediction,experiment,28,from,
tests/test_paper_alignment.py,tests.test_paper_alignment,test,experiments/fig9_paper_snn.py,experiments.fig9_paper_snn,experiment,33,from,
tests/test_paper_core_inhibition_audit.py,tests.test_paper_core_inhibition_audit,test,src/seqmem/dynamics.py,seqmem.dynamics,core,6,from,
tests/test_paper_core_inhibition_audit.py,tests.test_paper_core_inhibition_audit,test,src/seqmem/encoding.py,seqmem.encoding,core,7,from,
tests/test_paper_core_inhibition_audit.py,tests.test_paper_core_inhibition_audit,test,src/seqmem/model.py,seqmem.model,core,8,from,
