field,record_range,context_variant,columns,mean_best_overlap,mean_passing_segments_L1,ambiguous_segment_rate_L1,ambiguous_neuron_rate_L1,selected_compatibility_rate_L1,mean_passing_segments_L2,ambiguous_segment_rate_L2,ambiguous_neuron_rate_L2,selected_compatibility_rate_L2,mean_passing_segments_L3,ambiguous_segment_rate_L3,ambiguous_neuron_rate_L3,selected_compatibility_rate_L3,mean_passing_segments_L4,ambiguous_segment_rate_L4,ambiguous_neuron_rate_L4,selected_compatibility_rate_L4
weekday,100-149,CROSS_FIELD_ONLY,495,3.874747474747475,1.2444444444444445,0.2767676767676768,0.2767676767676768,0.8808080808080808,0.8747474747474747,0.09292929292929293,0.09292929292929293,0.7232323232323232,0.602020202020202,0.03232323232323232,0.03232323232323232,0.5131313131313131,0.45252525252525255,0.012121212121212121,0.012121212121212121,0.397979797979798
weekday,100-149,PREDICTED_ONLY,495,1.1636363636363636,0.8383838383838383,0.14545454545454545,0.14545454545454545,0.6666666666666666,0.25252525252525254,0.010101010101010102,0.010101010101010102,0.23232323232323232,0.09494949494949495,0.0,0.0,0.09090909090909091,0.05454545454545454,0.0,0.0,0.05454545454545454
weekday,100-149,PREDICTED_PLUS_WINNER,495,10.06060606060606,1.2606060606060605,0.2606060606060606,0.2606060606060606,0.9434343434343434,0.997979797979798,0.022222222222222223,0.022222222222222223,0.9353535353535354,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252
weekday,100-149,SAME_FIELD_ONLY,495,16.454545454545453,1.4161616161616162,0.42424242424242425,0.42424242424242425,0.9737373737373738,1.2282828282828282,0.2545454545454545,0.2545454545454545,0.9535353535353536,0.9838383838383838,0.01616161616161616,0.01616161616161616,0.9252525252525252,0.9656565656565657,0.0,0.0,0.9252525252525252
weekday,100-149,WINNER_ONLY,495,10.06060606060606,1.2606060606060605,0.2606060606060606,0.2606060606060606,0.9434343434343434,0.997979797979798,0.022222222222222223,0.022222222222222223,0.9353535353535354,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252
weekday,100-149,WITHOUT_BURST_ONLY,495,10.06060606060606,1.2606060606060605,0.2606060606060606,0.2606060606060606,0.9434343434343434,0.997979797979798,0.022222222222222223,0.022222222222222223,0.9353535353535354,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252,0.9616161616161616,0.00202020202020202,0.00202020202020202,0.9252525252525252
weekday,150-199,ALL_CELL_CURRENT,496,16.733870967741936,2.0524193548387095,0.9173387096774194,0.9173387096774194,0.9818548387096774,1.1915322580645162,0.19556451612903225,0.19556451612903225,0.9758064516129032,1.0201612903225807,0.04032258064516129,0.04032258064516129,0.9415322580645161,0.9959677419354839,0.018145161290322582,0.018145161290322582,0.9395161290322581
weekday,150-199,BURST_ONLY,496,12.987903225806452,1.9495967741935485,0.8548387096774194,0.8548387096774194,0.9818548387096774,1.1673387096774193,0.17540322580645162,0.17540322580645162,0.9737903225806451,1.0100806451612903,0.03225806451612903,0.03225806451612903,0.9395161290322581,0.9879032258064516,0.012096774193548387,0.012096774193548387,0.9375
weekday,150-199,CROSS_FIELD_ONLY,496,3.651209677419355,0.9375,0.1693548387096774,0.1693548387096774,0.6451612903225806,0.5524193548387096,0.028225806451612902,0.028225806451612902,0.4879032258064516,0.4314516129032258,0.008064516129032258,0.008064516129032258,0.4012096774193548,0.3326612903225806,0.0,0.0,0.31451612903225806
weekday,150-199,PREDICTED_ONLY,496,3.747983870967742,1.064516129032258,0.1350806451612903,0.1350806451612903,0.8870967741935484,0.7963709677419355,0.0,0.0,0.7681451612903226,0.6713709677419355,0.0,0.0,0.655241935483871,0.5544354838709677,0.0,0.0,0.5423387096774194
weekday,150-199,PREDICTED_PLUS_WINNER,496,10.487903225806452,1.9616935483870968,0.8870967741935484,0.8870967741935484,0.9737903225806451,1.0141129032258065,0.046370967741935484,0.046370967741935484,0.9395161290322581,0.9516129032258065,0.0,0.0,0.9133064516129032,0.9516129032258065,0.0,0.0,0.9133064516129032
weekday,150-199,SAME_FIELD_ONLY,496,13.185483870967742,1.9415322580645162,0.875,0.875,0.9758064516129032,1.0080645161290323,0.03024193548387097,0.03024193548387097,0.9354838709677419,0.9798387096774194,0.016129032258064516,0.016129032258064516,0.9254032258064516,0.9637096774193549,0.0,0.0,0.9254032258064516
weekday,150-199,WINNER_ONLY,496,10.487903225806452,1.9616935483870968,0.8870967741935484,0.8870967741935484,0.9737903225806451,1.0141129032258065,0.046370967741935484,0.046370967741935484,0.9395161290322581,0.9516129032258065,0.0,0.0,0.9133064516129032,0.9516129032258065,0.0,0.0,0.9133064516129032
weekday,150-199,WITHOUT_BURST_ONLY,496,10.487903225806452,1.9616935483870968,0.8870967741935484,0.8870967741935484,0.9737903225806451,1.0141129032258065,0.046370967741935484,0.046370967741935484,0.9395161290322581,0.9516129032258065,0.0,0.0,0.9133064516129032,0.9516129032258065,0.0,0.0,0.9133064516129032
weekday,200-244,ALL_CELL_CURRENT,447,19.212527964205815,1.337807606263982,0.3087248322147651,0.3087248322147651,0.9821029082774049,1.1409395973154361,0.14988814317673377,0.14988814317673377,0.9798657718120806,1.0313199105145414,0.04697986577181208,0.04697986577181208,0.9664429530201343,0.9910514541387024,0.008948545861297539,0.008948545861297539,0.9552572706935123
weekday,200-244,BURST_ONLY,447,17.876957494407158,1.3266219239373602,0.29977628635346754,0.29977628635346754,0.9821029082774049,1.1297539149888143,0.13870246085011187,0.13870246085011187,0.9776286353467561,1.0246085011185682,0.040268456375838924,0.040268456375838924,0.9664429530201343,0.9910514541387024,0.008948545861297539,0.008948545861297539,0.9552572706935123
weekday,200-244,CROSS_FIELD_ONLY,447,4.147651006711409,1.0357941834451903,0.1185682326621924,0.1185682326621924,0.8568232662192393,0.785234899328859,0.011185682326621925,0.011185682326621925,0.7225950782997763,0.5436241610738255,0.0022371364653243847,0.0022371364653243847,0.5123042505592841,0.4228187919463087,0.0022371364653243847,0.0022371364653243847,0.41387024608501116
weekday,200-244,PREDICTED_ONLY,447,1.3355704697986577,0.9373601789709173,0.029082774049217,0.029082774049217,0.8859060402684564,0.30201342281879195,0.0,0.0,0.29977628635346754,0.08053691275167785,0.0,0.0,0.08053691275167785,0.03131991051454139,0.0,0.0,0.03131991051454139
weekday,200-244,PREDICTED_PLUS_WINNER,447,11.080536912751677,1.0648769574944073,0.08277404921700224,0.08277404921700224,0.9574944071588367,0.9642058165548099,0.0,0.0,0.9351230425055929,0.9574944071588367,0.0,0.0,0.9284116331096197,0.941834451901566,0.0,0.0,0.9149888143176734
weekday,200-244,SAME_FIELD_ONLY,447,15.143176733780761,1.2058165548098434,0.22818791946308725,0.22818791946308725,0.9731543624161074,1.0715883668903803,0.09619686800894854,0.09619686800894854,0.9642058165548099,0.959731543624161,0.0,0.0,0.9328859060402684,0.959731543624161,0.0,0.0,0.9328859060402684
weekday,200-244,WINNER_ONLY,447,11.080536912751677,1.0648769574944073,0.08277404921700224,0.08277404921700224,0.9574944071588367,0.9642058165548099,0.0,0.0,0.9351230425055929,0.9574944071588367,0.0,0.0,0.9284116331096197,0.941834451901566,0.0,0.0,0.9149888143176734
weekday,200-244,WITHOUT_BURST_ONLY,447,11.080536912751677,1.0648769574944073,0.08277404921700224,0.08277404921700224,0.9574944071588367,0.9642058165548099,0.0,0.0,0.9351230425055929,0.9574944071588367,0.0,0.0,0.9284116331096197,0.941834451901566,0.0,0.0,0.9149888143176734
weekday,50-99,ALL_CELL_CURRENT,496,18.683467741935484,1.3870967741935485,0.37298387096774194,0.37298387096774194,0.9778225806451613,1.2540322580645162,0.2701612903225806,0.2701612903225806,0.9737903225806451,1.1612903225806452,0.17943548387096775,0.17943548387096775,0.9616935483870968,1.064516129032258,0.0846774193548387,0.0846774193548387,0.9576612903225806
weekday,50-99,BURST_ONLY,496,16.961693548387096,1.3326612903225807,0.3326612903225806,0.3326612903225806,0.9737903225806451,1.2459677419354838,0.2620967741935484,0.2620967741935484,0.9717741935483871,1.153225806451613,0.17338709677419356,0.17338709677419356,0.9616935483870968,1.0443548387096775,0.08266129032258064,0.08266129032258064,0.9375
weekday,50-99,CROSS_FIELD_ONLY,496,3.2580645161290325,1.0887096774193548,0.2056451612903226,0.2056451612903226,0.7721774193548387,0.7076612903225806,0.06854838709677419,0.06854838709677419,0.6149193548387096,0.46975806451612906,0.020161290322580645,0.020161290322580645,0.4334677419354839,0.3387096774193548,0.010080645161290322,0.010080645161290322,0.32056451612903225
weekday,50-99,PREDICTED_ONLY,496,1.7258064516129032,0.9657258064516129,0.06854838709677419,0.06854838709677419,0.8669354838709677,0.4153225806451613,0.0,0.0,0.40524193548387094,0.16532258064516128,0.0,0.0,0.16330645161290322,0.09274193548387097,0.0,0.0,0.0907258064516129
weekday,50-99,PREDICTED_PLUS_WINNER,496,10.870967741935484,1.092741935483871,0.10887096774193548,0.10887096774193548,0.9516129032258065,0.9657258064516129,0.0,0.0,0.9314516129032258,0.9294354838709677,0.0,0.0,0.8951612903225806,0.9274193548387096,0.0,0.0,0.8931451612903226
weekday,50-99,SAME_FIELD_ONLY,496,15.5625,1.2701612903225807,0.2862903225806452,0.2862903225806452,0.9778225806451613,1.2318548387096775,0.25201612903225806,0.25201612903225806,0.9637096774193549,0.969758064516129,0.0020161290322580645,0.0020161290322580645,0.9314516129032258,0.9657258064516129,0.0,0.0,0.9314516129032258
weekday,50-99,WINNER_ONLY,496,10.870967741935484,1.092741935483871,0.10887096774193548,0.10887096774193548,0.9516129032258065,0.9657258064516129,0.0,0.0,0.9314516129032258,0.9294354838709677,0.0,0.0,0.8951612903225806,0.9274193548387096,0.0,0.0,0.8931451612903226
weekday,50-99,WITHOUT_BURST_ONLY,496,10.870967741935484,1.092741935483871,0.10887096774193548,0.10887096774193548,0.9516129032258065,0.9657258064516129,0.0,0.0,0.9314516129032258,0.9294354838709677,0.0,0.0,0.8951612903225806,0.9274193548387096,0.0,0.0,0.8931451612903226
